COORD_1	COORD_2	R_Pearson	ID	p_Value	q_Value
chr3:128206720-128206870	chr3:128370160-128370310	0.0278165849695224	GATA2_ENST00000430265.2	0.807737770350291	0.902148678573052
chr3:128206720-128206870	chr3:128372920-128373070	-0.182353624568734	GATA2_ENST00000430265.2	0.107730485466676	0.269849177188373
chr3:128206720-128206870	chr3:128373900-128374050	-0.0772798435034092	GATA2_ENST00000430265.2	0.498441887085497	0.718424619374627
chr3:128206720-128206870	chr3:128384300-128384450	-0.00660271654526986	GATA2_ENST00000430265.2	0.953946626298067	0.988948095210947
chr3:128206720-128206870	chr3:128390100-128390250	-0.104031297965676	GATA2_ENST00000430265.2	0.361562882443334	0.583020147939876
chr3:128206720-128206870	chr3:128393680-128393830	-0.192169951476144	GATA2_ENST00000430265.2	0.0897586608398874	0.233916510067585
chr3:128206720-128206870	chr3:128398300-128398450	-0.150432329982531	GATA2_ENST00000430265.2	0.185734185873856	0.394594440424716
chr3:128206720-128206870	chr3:128399520-128399670	0.528423915875675	GATA2_ENST00000430265.2	5.57474547167983e-07	1.59809370188155e-05
chr3:128206720-128206870	chr3:128442280-128442430	-0.107211710305586	GATA2_ENST00000430265.2	0.346989852384735	0.573248912170757
chr3:128206720-128206870	chr3:128444820-128444970	0.533059114827886	GATA2_ENST00000430265.2	4.24814764899219e-07	1.37002761679998e-05
chr3:128206720-128206870	chr3:128445620-128445770	0.0935889678371327	GATA2_ENST00000430265.2	0.411999014918785	0.648144791762479
chr3:128206720-128206870	chr3:128449940-128450090	-0.0727614748036777	GATA2_ENST00000430265.2	0.523958460788442	0.729738383864835
chr3:128206720-128206870	chr3:128477080-128477230	-0.0411882377253229	GATA2_ENST00000430265.2	0.718542872351085	0.857279863428376
chr3:128206720-128206870	chr3:128482900-128483050	-0.117094789456326	GATA2_ENST00000430265.2	0.3040848990525	0.527552970712434
chr3:128206720-128206870	chr3:128489100-128489250	-0.241716111976196	GATA2_ENST00000430265.2	0.0318642951348737	0.101097593370049
chr3:128206720-128206870	chr3:128492480-128492630	0.1388418815754	GATA2_ENST00000430265.2	0.222349545337623	0.4345922931599
chr3:128206720-128206870	chr3:128503260-128503410	0.00843082654852747	GATA2_ENST00000430265.2	0.941215905107937	0.983507895592264
chr3:128206720-128206870	chr3:128506860-128507010	-0.252972289668563	GATA2_ENST00000430265.2	0.0244902456483453	0.0831379391746458
chr3:128206720-128206870	chr3:128513320-128513470	-0.251485830520876	GATA2_ENST00000430265.2	0.025372115781779	0.0850130632688179
chr3:128206720-128206870	chr3:128513960-128514110	0.0534454200975071	GATA2_ENST00000430265.2	0.639930338497424	0.812945331645185
chr3:128206720-128206870	chr3:128523080-128523230	-0.13434767464804	GATA2_ENST00000430265.2	0.237827073125498	0.4511719475469
chr3:128206720-128206870	chr3:128524740-128524890	-0.0222930821150308	GATA2_ENST00000430265.2	0.845384198875186	0.926795265247517
chr3:128206720-128206870	chr3:128547560-128547710	-0.0927664678323326	GATA2_ENST00000430265.2	0.416138027641962	0.650688552312885
chr3:128206720-128206870	chr3:128548080-128548230	0.139025108866317	GATA2_ENST00000430265.2	0.22173390029396	0.4345922931599
chr3:128206720-128206870	chr3:128548900-128549050	-0.021421535124559	GATA2_ENST00000430265.2	0.851358441332022	0.926795265247517
chr3:128206720-128206870	chr3:128549420-128549570	-0.111213163102571	GATA2_ENST00000430265.2	0.329183567105061	0.55874579153359
chr3:128206720-128206870	chr3:128556460-128556610	-0.0730737895237903	GATA2_ENST00000430265.2	0.522173847256097	0.729738383864835
chr3:128206720-128206870	chr3:128561160-128561310	-0.0315674088690303	GATA2_ENST00000430265.2	0.782414495740074	0.87860023452611
chr3:128206720-128206870	chr3:128562020-128562170	-0.132661266647196	GATA2_ENST00000430265.2	0.243822884825786	0.452563340180237
chr3:128206720-128206870	chr3:128564740-128564890	0.0395385710399554	GATA2_ENST00000430265.2	0.729372497667113	0.857279863428376
chr3:128206720-128206870	chr3:128569180-128569330	0.23770720017333	GATA2_ENST00000430265.2	0.0349058446435834	0.105949504918171
chr3:128206720-128206870	chr3:128578600-128578750	-0.0345446264895206	GATA2_ENST00000430265.2	0.762472463124179	0.870433165867426
chr3:128206720-128206870	chr3:128583900-128584050	-0.00356124020142783	GATA2_ENST00000430265.2	0.975151061614588	0.988948095210947
chr3:128206720-128206870	chr3:128584360-128584510	0.175346012798603	GATA2_ENST00000430265.2	0.122184315090658	0.29739201220179
chr3:128206720-128206870	chr3:128591700-128591850	-0.0824837120217457	GATA2_ENST00000430265.2	0.469877411719537	0.683270209891287
chr3:128206720-128206870	chr3:128594500-128594650	-0.0359684667841379	GATA2_ENST00000430265.2	0.752988766442939	0.866738921616384
chr3:128206720-128206870	chr3:128597460-128597610	-0.0509900470014027	GATA2_ENST00000430265.2	0.655397786752707	0.812945331645185
chr3:128206720-128206870	chr3:128598320-128598470	0.567802147693309	GATA2_ENST00000430265.2	4.83830895794477e-08	2.08047285191625e-06
chr3:128206720-128206870	chr3:128614800-128614950	0.116953679281003	GATA2_ENST00000430265.2	0.304672064481212	0.527552970712434
chr3:128206720-128206870	chr3:128669540-128669690	0.316748949574194	GATA2_ENST00000430265.2	0.00445405225411061	0.0225322643443243
chr3:128206720-128206870	chr3:128705020-128705170	0.0512202980311364	GATA2_ENST00000430265.2	0.653941032115322	0.812945331645185
chr3:128207320-128207470	chr3:127730160-127730310	0.278372464698171	GATA2_ENST00000430265.2	0.0129878064286178	0.0540460332029579
chr3:128207320-128207470	chr3:127771020-127771170	0.474428089071784	GATA2_ENST00000430265.2	1.00049447568597e-05	0.000161329734204363
chr3:128207320-128207470	chr3:127773340-127773490	-0.339609559405245	GATA2_ENST00000430265.2	0.00219894777091247	0.0135078220213195
chr3:128207320-128207470	chr3:127787040-127787190	-0.0272796646682356	GATA2_ENST00000430265.2	0.811379609121666	0.902310082557714
chr3:128207320-128207470	chr3:127793960-127794110	-0.226221966854629	GATA2_ENST00000430265.2	0.0449923582203084	0.128978093564884
chr3:128207320-128207470	chr3:127794500-127794650	-0.140634169656999	GATA2_ENST00000430265.2	0.216378829221149	0.432757658442297
chr3:128207320-128207470	chr3:127795780-127795930	0.125454688495986	GATA2_ENST00000430265.2	0.270613167902542	0.481504809095557
chr3:128207320-128207470	chr3:127796100-127796250	0.00542865160511568	GATA2_ENST00000430265.2	0.962128943143764	0.988948095210947
chr3:128207320-128207470	chr3:127799260-127799410	-0.295237169677453	GATA2_ENST00000430265.2	0.00825498335221846	0.0360980627944468
chr3:128207320-128207470	chr3:127814100-127814250	-0.230778727671497	GATA2_ENST00000430265.2	0.0407345640028928	0.119426335372118
chr3:128207320-128207470	chr3:127837660-127837810	-0.110599203211901	GATA2_ENST00000430265.2	0.331877283650908	0.559636203803492
chr3:128207320-128207470	chr3:127842680-127842830	0.241282582000661	GATA2_ENST00000430265.2	0.0321820831720277	0.101097593370049
chr3:128207320-128207470	chr3:127847240-127847390	0.130969532145495	GATA2_ENST00000430265.2	0.249941408667719	0.460606310259083
chr3:128207320-128207470	chr3:127852560-127852710	-0.135664593595973	GATA2_ENST00000430265.2	0.233216481283745	0.449028747546315
chr3:128207320-128207470	chr3:127864220-127864370	-0.00491813587942174	GATA2_ENST00000430265.2	0.96568810962335	0.988948095210947
chr3:128207320-128207470	chr3:127864680-127864830	-0.0944696806982843	GATA2_ENST00000430265.2	0.407593712036085	0.64514832948043
chr3:128207320-128207470	chr3:127871900-127872050	0.226635472784471	GATA2_ENST00000430265.2	0.0445913925034029	0.128978093564884
chr3:128207320-128207470	chr3:127872740-127872890	-0.0878420813236274	GATA2_ENST00000430265.2	0.441416996901685	0.664744203795438
chr3:128207320-128207470	chr3:127889880-127890030	0.189378367370889	GATA2_ENST00000430265.2	0.094610018790183	0.241677077701656
chr3:128207320-128207470	chr3:127909500-127909650	-0.130303185729262	GATA2_ENST00000430265.2	0.252380013383764	0.461801726617101
chr3:128207320-128207470	chr3:127912640-127912790	0.0915858102942902	GATA2_ENST00000430265.2	0.422121235036773	0.656067943611371
chr3:128207320-128207470	chr3:127914360-127914510	0.155874058817865	GATA2_ENST00000430265.2	0.170139089406492	0.378412802300646
chr3:128207320-128207470	chr3:127926360-127926510	-0.0175838125495271	GATA2_ENST00000430265.2	0.877760263923402	0.951521630639654
chr3:128207320-128207470	chr3:127936700-127936850	-0.148103873568352	GATA2_ENST00000430265.2	0.192714518936231	0.400970531335061
chr3:128207320-128207470	chr3:127945800-127945950	0.453230571729151	GATA2_ENST00000430265.2	2.73606126405728e-05	0.000360383113607578
chr3:128207320-128207470	chr3:127985380-127985530	0.0476922368451607	GATA2_ENST00000430265.2	0.676401273995986	0.833246753705728
chr3:128207320-128207470	chr3:128057720-128057870	0.335297322151591	GATA2_ENST00000430265.2	0.00252237906201446	0.0151342743720868
chr3:128207320-128207470	chr3:128058400-128058550	0.345402780126395	GATA2_ENST00000430265.2	0.00182315942850508	0.0117593783138578
chr3:128207320-128207470	chr3:128058900-128059050	0.110013424241389	GATA2_ENST00000430265.2	0.334460338163408	0.560329657442593
chr3:128207320-128207470	chr3:128062520-128062670	0.349277937818213	GATA2_ENST00000430265.2	0.00160517443994644	0.0106188462950303
chr3:128207320-128207470	chr3:128064140-128064290	0.108933943240563	GATA2_ENST00000430265.2	0.339253602316267	0.564693092887722
chr3:128207320-128207470	chr3:128067620-128067770	0.30182107449604	GATA2_ENST00000430265.2	0.00686677151041586	0.0316361973158445
chr3:128207320-128207470	chr3:128073000-128073150	0.0469367334202854	GATA2_ENST00000430265.2	0.68124870250732	0.833246753705728
chr3:128207320-128207470	chr3:128099680-128099830	0.263101207064788	GATA2_ENST00000430265.2	0.0191469994967132	0.0715931285529275
chr3:128207320-128207470	chr3:128102460-128102610	0.356938270147264	GATA2_ENST00000430265.2	0.00124206691356499	0.00866089901891265
chr3:128207320-128207470	chr3:128114440-128114590	-0.0314434016254079	GATA2_ENST00000430265.2	0.783248271089168	0.87860023452611
chr3:128207320-128207470	chr3:128121640-128121790	0.0649048884080328	GATA2_ENST00000430265.2	0.569836793314455	0.761750739249375
chr3:128207320-128207470	chr3:128127580-128127730	0.197512819894744	GATA2_ENST00000430265.2	0.0810226253219111	0.217748305552636
chr3:128207320-128207470	chr3:128129020-128129170	0.342503753007865	GATA2_ENST00000430265.2	0.00200329599625099	0.012606106512994
chr3:128207320-128207470	chr3:128129740-128129890	0.299507930788109	GATA2_ENST00000430265.2	0.00732908359389267	0.0331737467934089
chr3:128207320-128207470	chr3:128130460-128130610	0.239204794314321	GATA2_ENST00000430265.2	0.0337423486688666	0.103637213768662
chr3:128207320-128207470	chr3:128130640-128130790	0.242382132391948	GATA2_ENST00000430265.2	0.0313812263856017	0.101097593370049
chr3:128207320-128207470	chr3:128131500-128131650	0.151493305110997	GATA2_ENST00000430265.2	0.182615067486159	0.392622395095241
chr3:128207320-128207470	chr3:128131900-128132050	0.329843380970241	GATA2_ENST00000430265.2	0.0029922071316489	0.0163361442485561
chr3:128207320-128207470	chr3:128132380-128132530	0.4723144039901	GATA2_ENST00000430265.2	1.10941281829209e-05	0.000168369710070211
chr3:128207320-128207470	chr3:128134240-128134390	0.36736123418363	GATA2_ENST00000430265.2	0.000867224291190946	0.00639268191792183
chr3:128207320-128207470	chr3:128134860-128135010	0.371819456215715	GATA2_ENST00000430265.2	0.000740961781971616	0.00562259234554932
chr3:128207320-128207470	chr3:128135360-128135510	0.379931405956308	GATA2_ENST00000430265.2	0.000553274636882929	0.00432560170653926
chr3:128207320-128207470	chr3:128135780-128135930	0.106514239964829	GATA2_ENST00000430265.2	0.350153945989783	0.573248912170757
chr3:128207320-128207470	chr3:128143360-128143510	0.00323186260254476	GATA2_ENST00000430265.2	0.977448698755006	0.988948095210947
chr3:128207320-128207470	chr3:128143620-128143770	0.135029526696866	GATA2_ENST00000430265.2	0.235432061237904	0.449936828143549
chr3:128207320-128207470	chr3:128145480-128145630	0.762309102372237	GATA2_ENST00000430265.2	3.32597161321291e-16	4.29050338104465e-14
chr3:128207320-128207470	chr3:128154140-128154290	0.261574057669422	GATA2_ENST00000430265.2	0.0198822160758397	0.0732801678223808
chr3:128207320-128207470	chr3:128176040-128176190	0.257042129361823	GATA2_ENST00000430265.2	0.0222078725652946	0.0763950816246135
chr3:128207320-128207470	chr3:128189540-128189690	0.171917687952833	GATA2_ENST00000430265.2	0.129775907697036	0.312917609213414
chr3:128207320-128207470	chr3:128197500-128197650	0.323468050507103	GATA2_ENST00000430265.2	0.00363947270767831	0.0191629379302246
chr3:128207320-128207470	chr3:128202060-128202210	0.0637791095539801	GATA2_ENST00000430265.2	0.576561368911386	0.766767181335761
chr3:128207320-128207470	chr3:128204000-128204150	0.30763110628171	GATA2_ENST00000430265.2	0.00581697847503788	0.0277922304918476
chr3:128207320-128207470	chr3:128207920-128208070	0.756222002866735	GATA2_ENST00000430265.2	7.76615976904674e-16	6.6788974013802e-14
chr3:128207320-128207470	chr3:128209240-128209390	0.321081269930454	GATA2_ENST00000430265.2	0.00391220071941845	0.0201869557121992
chr3:128207320-128207470	chr3:128209700-128209850	0.258685343913237	GATA2_ENST00000430265.2	0.0213391460940212	0.0756467440267847
chr3:128207320-128207470	chr3:128212180-128212330	0.402044703195953	GATA2_ENST00000430265.2	0.000239951376611197	0.00223544313782124
chr3:128207320-128207470	chr3:128214360-128214510	0.333058571485849	GATA2_ENST00000430265.2	0.00270657975412761	0.0158703994673846
chr3:128207320-128207470	chr3:128215460-128215610	0.32934004968726	GATA2_ENST00000430265.2	0.00303928265089416	0.0163361442485561
chr3:128207320-128207470	chr3:128216560-128216710	0.387031240310653	GATA2_ENST00000430265.2	0.000425796726740072	0.00343298610934183
chr3:128207320-128207470	chr3:128222000-128222150	0.071519125277192	GATA2_ENST00000430265.2	0.531087654290288	0.729738383864835
chr3:128207320-128207470	chr3:128223860-128224010	0.104531596833643	GATA2_ENST00000430265.2	0.35924585955496	0.582927243806162
chr3:128207320-128207470	chr3:128224720-128224870	0.13801383560313	GATA2_ENST00000430265.2	0.225146747591453	0.436750833673646
chr3:128207320-128207470	chr3:128251020-128251170	-0.0469048214953102	GATA2_ENST00000430265.2	0.681453740433755	0.833246753705728
chr3:128207320-128207470	chr3:128251880-128252030	0.285517362849202	GATA2_ENST00000430265.2	0.010753268420835	0.0462390542095903
chr3:128207320-128207470	chr3:128256020-128256170	0.0436133350752564	GATA2_ENST00000430265.2	0.70272340651699	0.847208592903661
chr3:128207320-128207470	chr3:128265360-128265510	0.275712149716564	GATA2_ENST00000430265.2	0.0139171847276792	0.0569941850752575
chr3:128207320-128207470	chr3:128266320-128266470	-0.149875738028309	GATA2_ENST00000430265.2	0.187385847370979	0.394594440424716
chr3:128207320-128207470	chr3:128267700-128267850	0.165445379149486	GATA2_ENST00000430265.2	0.145079260027087	0.337211253035931
chr3:128207320-128207470	chr3:128268200-128268350	-0.0139069566156843	GATA2_ENST00000430265.2	0.903181456503882	0.96948866798036
chr3:128207320-128207470	chr3:128273060-128273210	-0.00990180873350068	GATA2_ENST00000430265.2	0.930982704744875	0.983507895592264
chr3:128207320-128207470	chr3:128282100-128282250	-0.0318827349298837	GATA2_ENST00000430265.2	0.780295474436428	0.87860023452611
chr3:128207320-128207470	chr3:128285200-128285350	0.0760378494271448	GATA2_ENST00000430265.2	0.505390613458575	0.724393212623957
chr3:128207320-128207470	chr3:128288700-128288850	-0.0624258586858763	GATA2_ENST00000430265.2	0.584692907533804	0.769646786447559
chr3:128207320-128207470	chr3:128292820-128292970	0.393735679708812	GATA2_ENST00000430265.2	0.00033069573429518	0.00284398331493854
chr3:128207320-128207470	chr3:128296800-128296950	0.240820612079091	GATA2_ENST00000430265.2	0.0325236443787368	0.101097593370049
chr3:128207320-128207470	chr3:128303320-128303470	0.194850482061372	GATA2_ENST00000430265.2	0.0852871659573694	0.226846276463931
chr3:128207320-128207470	chr3:128304240-128304390	0.303363744406749	GATA2_ENST00000430265.2	0.00657291080508346	0.0308329270493006
chr3:128207320-128207470	chr3:128307020-128307170	-0.0355342750178318	GATA2_ENST00000430265.2	0.755876966525916	0.866738921616384
chr3:128207320-128207470	chr3:128309900-128310050	0.206187461978934	GATA2_ENST00000430265.2	0.0682933401570145	0.187443422984146
chr3:128207320-128207470	chr3:128367600-128367750	-0.0363041713731895	GATA2_ENST00000430265.2	0.750758011843669	0.866738921616384
